item_id,file_type,language,is_restricted,ocr_text_extracted,collection_id,subject_tags,file_size_mb,num_pages_or_frames,content_length_tokens,access_count_30d,duration_seconds,upload_year,upload_day_of_year,num_detected_objects,high_access
ITEM-0000040,image,en,false,true,COLL-013,"machine learning,video lecture",8.45,155,7040,22,55.91,2019,135,1,0
ITEM-0000041,pdf,zh,false,true,COLL-011,"linguistics,metadata quality,digital preservation",6.32,325,18730,17,102.41,2020,174,0,0
ITEM-0000042,text,en,true,true,COLL-015,machine learning,16.89,323,25390,34,15.32,2025,62,0,0
ITEM-0000043,text,zh,false,true,COLL-018,video lecture,5.57,222,15710,15,25.4,2018,44,1,0
ITEM-0000044,pdf,de,false,true,COLL-008,policy,4.87,70,1434,7,93.75,2025,237,0,0
ITEM-0000045,image,es,false,true,COLL-010,poster,13.55,181,20238,23,113.73,2016,323,1,0
ITEM-0000046,image,de,true,true,COLL-008,audio interview,1.0,242,1959,14,69.1,2025,204,1,0
ITEM-0000047,text,ar,true,true,COLL-001,"policy,accessibility",17.08,71,23544,24,96.66,2020,357,1,0
ITEM-0000048,image,zh,false,false,COLL-016,"metadata quality,poster",8.95,128,20064,16,76.27,2016,357,1,0
ITEM-0000049,text,fa,false,true,COLL-011,policy,5.73,192,7839,32,29.46,2017,268,1,0
ITEM-0000050,pdf,de,true,true,COLL-016,"thesis,policy,poster",4.64,355,672,30,31.0,2021,85,1,0
ITEM-0000051,image,ar,false,true,COLL-014,"training material,video lecture,poster",9.24,257,12261,5,11.17,2018,159,0,0
ITEM-0000052,pdf,fr,false,true,COLL-009,"poster,training material,audio interview",14.21,111,12554,13,36.79,2018,197,0,0
ITEM-0000053,pdf,fr,false,false,COLL-018,"digital preservation,policy",19.62,234,12454,31,23.29,2018,143,0,1
ITEM-0000054,pdf,en,false,false,COLL-004,metadata quality,2.5,295,1061,5,68.89,2018,300,1,0
ITEM-0000055,image,zh,true,true,COLL-018,"poster,linguistics",10.09,127,6756,23,75.53,2024,36,0,0
ITEM-0000056,image,fa,false,true,COLL-020,"accessibility,thesis,poster",15.92,280,17464,12,93.08,2018,122,1,0
ITEM-0000057,pdf,fa,false,true,COLL-010,thesis,5.66,332,10695,7,18.85,2016,277,0,0
ITEM-0000058,text,de,false,true,COLL-005,"digital preservation,accessibility",6.12,86,19877,14,84.36,2025,132,0,0
ITEM-0000059,pdf,it,false,true,COLL-009,"training material,policy,poster",1.66,341,1633,30,36.91,2019,338,1,0
ITEM-0000060,pdf,de,false,true,COLL-019,"machine learning,audio interview,linguistics",2.07,215,1604,6,106.73,2015,106,1,0
ITEM-0000061,image,fa,false,true,COLL-003,"video lecture,metadata quality",15.38,276,26348,10,56.46,2017,13,1,0
ITEM-0000062,text,zh,false,true,COLL-018,policy,7.0,218,10269,26,12.55,2022,285,1,0
ITEM-0000063,image,it,false,true,COLL-012,"policy,linguistics,machine learning",2.22,256,1682,13,38.79,2022,137,0,0
ITEM-0000064,pdf,de,false,true,COLL-001,"metadata quality,accessibility,thesis",4.47,274,689,22,15.72,2016,133,1,0
ITEM-0000065,image,zh,false,true,COLL-016,"thesis,policy",19.85,381,8849,34,13.62,2020,216,0,0
ITEM-0000066,pdf,zh,false,false,COLL-011,"audio interview,machine learning,linguistics",11.25,310,24640,17,22.87,2024,253,0,1
ITEM-0000067,image,it,false,true,COLL-018,"policy,video lecture",14.66,300,26624,31,70.43,2020,4,0,1
ITEM-0000068,text,it,false,true,COLL-013,"linguistics,digital preservation,policy",17.46,169,17549,27,28.66,2015,179,1,1
ITEM-0000069,text,es,false,true,COLL-005,"linguistics,digital preservation",19.31,219,24339,9,60.27,2024,294,0,0
ITEM-0000070,pdf,ar,false,false,COLL-013,"linguistics,policy",1.96,369,793,30,116.3,2022,105,1,0
ITEM-0000071,image,es,false,true,COLL-004,"digital preservation,audio interview",17.51,373,12692,6,74.1,2017,201,1,0
ITEM-0000072,text,fr,false,true,COLL-006,digital preservation,18.12,200,6838,6,38.92,2019,75,1,0
ITEM-0000073,image,fr,false,true,COLL-015,"linguistics,machine learning",2.04,173,1499,32,45.91,2025,86,1,0
ITEM-0000074,text,ar,false,true,COLL-014,"audio interview,policy,linguistics",18.03,329,27203,19,108.15,2015,303,0,0
ITEM-0000075,text,zh,false,true,COLL-013,"machine learning,poster",4.38,171,318,17,102.4,2021,151,1,0
ITEM-0000076,text,de,false,true,COLL-007,"audio interview,digital preservation,accessibility",17.37,360,6607,29,89.36,2024,125,1,0
ITEM-0000077,pdf,es,false,true,COLL-014,thesis,18.12,67,19444,25,4.73,2023,78,1,0
ITEM-0000078,pdf,zh,false,false,COLL-010,"video lecture,accessibility,policy",3.08,321,849,22,105.18,2024,115,1,1
ITEM-0000079,image,ar,true,true,COLL-009,"accessibility,policy,video lecture",19.28,396,12392,9,90.5,2024,178,1,0
ITEM-0000080,image,de,false,true,COLL-018,"poster,thesis",13.62,376,17485,26,31.46,2016,79,1,1
ITEM-0000081,pdf,en,false,true,COLL-016,accessibility,13.13,204,27972,25,98.86,2016,113,1,0
ITEM-0000082,image,fr,false,true,COLL-016,"metadata quality,audio interview,machine learning",5.08,239,19864,22,16.28,2021,214,1,1
ITEM-0000083,text,ar,true,true,COLL-004,"accessibility,thesis",13.96,235,12736,11,53.21,2022,252,0,0
ITEM-0000084,image,de,true,true,COLL-007,"thesis,linguistics,video lecture",13.01,220,6657,24,116.53,2016,151,0,1
ITEM-0000085,image,zh,false,true,COLL-001,machine learning,15.6,191,5092,30,108.06,2016,168,0,0
ITEM-0000086,pdf,fr,false,true,COLL-003,"policy,video lecture",7.49,58,15609,30,28.55,2017,356,0,0
ITEM-0000087,image,zh,false,false,COLL-002,"metadata quality,linguistics",10.51,364,12259,8,54.24,2023,57,0,0
ITEM-0000088,image,fr,true,true,COLL-019,"video lecture,metadata quality,training material",13.88,87,19534,20,85.49,2018,224,0,0
ITEM-0000089,text,de,false,true,COLL-013,"accessibility,video lecture",6.25,108,8249,21,72.65,2019,301,0,0
ITEM-0000090,pdf,es,false,true,COLL-012,training material,8.82,292,10001,26,30.59,2016,9,0,0
ITEM-0000091,text,fa,false,true,COLL-010,"audio interview,video lecture,accessibility",1.67,393,775,35,67.39,2019,222,0,0
ITEM-0000092,image,ar,false,true,COLL-008,"training material,poster",11.77,164,20800,11,18.57,2018,339,0,1
ITEM-0000093,pdf,zh,false,true,COLL-011,"machine learning,digital preservation",12.46,386,24955,25,66.81,2015,119,1,0
ITEM-0000094,image,de,false,true,COLL-006,"audio interview,video lecture",17.46,122,7280,23,78.88,2016,11,0,0
ITEM-0000095,image,en,false,true,COLL-014,"poster,policy",15.65,129,6723,23,71.55,2023,169,0,0
ITEM-0000096,text,it,false,true,COLL-008,"poster,machine learning",8.58,226,8729,11,90.59,2016,90,1,0
ITEM-0000097,text,es,true,true,COLL-006,metadata quality,0.65,120,1671,14,113.44,2018,90,1,1
ITEM-0000098,image,en,false,true,COLL-003,"poster,metadata quality",10.89,231,26890,12,60.03,2019,166,0,1
ITEM-0000099,text,fr,false,true,COLL-012,metadata quality,11.68,108,14486,27,76.82,2015,86,1,0
ITEM-0000100,text,ar,false,true,COLL-003,"linguistics,accessibility,training material",16.97,318,18121,12,52.28,2019,161,0,0
ITEM-0000101,pdf,fr,false,true,COLL-005,"accessibility,digital preservation,policy",10.44,380,16504,33,93.15,2017,237,0,0
ITEM-0000102,image,ar,false,true,COLL-015,"audio interview,linguistics,machine learning",9.55,398,19709,23,91.19,2024,253,1,0
ITEM-0000103,text,es,false,false,COLL-003,"poster,training material,metadata quality",7.36,69,19808,7,37.25,2019,50,0,0
ITEM-0000104,image,de,false,true,COLL-005,policy,9.52,71,29212,22,114.51,2025,71,1,0
ITEM-0000105,pdf,it,false,true,COLL-020,video lecture,2.52,93,1562,33,100.49,2015,161,0,1
ITEM-0000106,image,ar,true,true,COLL-013,"audio interview,poster",7.77,397,16087,14,46.49,2023,311,0,0
ITEM-0000107,image,fa,false,true,COLL-003,"training material,metadata quality",17.53,122,26745,15,9.78,2018,175,1,1
ITEM-0000108,image,fa,false,true,COLL-010,thesis,13.05,400,26958,15,97.58,2022,90,0,0
ITEM-0000109,text,es,false,true,COLL-017,linguistics,7.16,120,12423,29,58.35,2015,317,0,0
ITEM-0000110,pdf,fr,false,true,COLL-012,"thesis,policy,audio interview",7.07,242,24570,29,74.16,2016,300,0,0
ITEM-0000111,text,de,false,false,COLL-015,"audio interview,metadata quality",15.17,172,22498,30,53.87,2024,26,1,0
ITEM-0000112,text,en,false,false,COLL-018,training material,10.31,359,11543,18,115.95,2024,289,0,0
ITEM-0000113,image,fr,false,true,COLL-008,"video lecture,machine learning",17.1,189,10253,14,10.07,2025,56,1,0
ITEM-0000114,pdf,en,false,true,COLL-011,digital preservation,8.59,247,12725,17,60.24,2019,75,0,0
ITEM-0000115,image,en,false,true,COLL-007,training material,1.25,121,1525,34,99.57,2020,12,1,0
ITEM-0000116,pdf,en,false,true,COLL-020,"accessibility,linguistics",18.83,197,8643,24,63.33,2018,138,0,0
ITEM-0000117,pdf,zh,false,true,COLL-008,"metadata quality,digital preservation,accessibility",16.82,373,5538,20,71.61,2023,22,0,0
ITEM-0000118,text,en,false,false,COLL-009,"machine learning,video lecture,accessibility",10.71,328,22237,16,8.12,2019,139,0,0
ITEM-0000119,pdf,ar,false,true,COLL-006,"policy,linguistics,digital preservation",7.22,347,8396,28,78.85,2016,182,1,0
ITEM-0000120,pdf,de,false,true,COLL-010,"metadata quality,training material,policy",16.32,68,19997,7,85.93,2017,95,1,1
ITEM-0000121,image,ar,false,true,COLL-014,"policy,metadata quality",5.44,232,14375,29,77.63,2024,260,0,0
ITEM-0000122,pdf,fa,true,true,COLL-006,"audio interview,video lecture,accessibility",7.11,238,21302,10,59.54,2023,360,1,0
ITEM-0000123,image,it,false,true,COLL-012,"metadata quality,audio interview,machine learning",2.06,358,1013,26,35.48,2016,318,1,0
ITEM-0000124,pdf,fr,false,true,COLL-015,digital preservation,1.96,397,1150,25,48.75,2025,250,0,0
ITEM-0000125,pdf,it,false,true,COLL-003,"digital preservation,training material,video lecture",1.81,246,841,29,77.42,2021,287,0,0
ITEM-0000126,image,fa,false,true,COLL-009,"policy,thesis,audio interview",8.26,63,8717,25,33.44,2020,219,0,0
ITEM-0000127,image,it,false,true,COLL-011,"video lecture,accessibility,training material",14.03,87,9447,20,24.02,2016,343,1,0
ITEM-0000128,text,de,false,true,COLL-005,policy,11.07,376,10161,33,35.99,2023,329,0,0
ITEM-0000129,pdf,es,false,false,COLL-016,"metadata quality,linguistics,accessibility",1.01,332,1057,22,68.67,2021,315,0,0
ITEM-0000130,image,fr,false,true,COLL-017,accessibility,2.94,288,1021,15,77.08,2016,161,1,0
ITEM-0000131,image,zh,false,true,COLL-018,"digital preservation,audio interview",10.6,165,15572,14,19.76,2025,228,1,0
ITEM-0000132,image,ar,false,true,COLL-001,machine learning,12.48,353,10525,7,60.31,2016,337,0,0
ITEM-0000133,image,en,false,true,COLL-010,"audio interview,policy,thesis",19.0,157,26336,29,69.21,2021,340,1,0
ITEM-0000134,text,fa,false,true,COLL-020,video lecture,16.19,87,19861,26,48.73,2016,283,0,0
ITEM-0000135,text,es,false,true,COLL-009,"thesis,digital preservation",17.3,254,16317,15,88.1,2023,194,0,0
ITEM-0000136,pdf,ar,false,true,COLL-007,policy,2.39,365,1869,14,113.45,2017,286,1,0
ITEM-0000137,text,it,false,true,COLL-012,machine learning,19.92,304,15110,19,59.85,2016,4,0,0
ITEM-0000138,image,en,false,true,COLL-009,"video lecture,metadata quality,linguistics",5.99,394,26438,24,105.88,2018,75,1,0
ITEM-0000139,text,it,false,true,COLL-020,"poster,accessibility,digital preservation",1.38,235,498,6,68.43,2015,302,1,0
ITEM-0000140,pdf,de,false,true,COLL-002,machine learning,19.51,335,16111,17,44.78,2023,171,1,1
ITEM-0000141,image,fr,false,true,COLL-006,"poster,audio interview",3.17,283,1163,15,96.48,2021,292,0,0
ITEM-0000142,pdf,ar,false,true,COLL-014,"audio interview,machine learning,policy",12.08,300,22443,21,99.39,2020,120,1,0
ITEM-0000143,pdf,it,false,true,COLL-020,"digital preservation,thesis",5.68,345,23955,25,93.95,2023,33,0,1
ITEM-0000144,text,fr,false,true,COLL-017,"policy,machine learning,digital preservation",1.12,59,490,35,84.06,2018,189,1,1
ITEM-0000145,pdf,it,false,true,COLL-012,"linguistics,audio interview,policy",10.61,294,26699,22,39.01,2018,190,1,0
ITEM-0000146,text,de,false,true,COLL-016,"training material,audio interview",4.25,165,711,12,33.48,2023,237,1,0
ITEM-0000147,pdf,zh,true,false,COLL-003,"policy,audio interview",6.11,252,17441,23,81.19,2025,258,1,1
ITEM-0000148,pdf,de,false,true,COLL-017,linguistics,15.07,188,22648,11,24.25,2016,198,1,0
ITEM-0000149,pdf,en,false,false,COLL-006,"linguistics,policy",5.04,291,28506,8,49.6,2022,234,0,0
ITEM-0000150,pdf,es,false,true,COLL-002,metadata quality,9.81,214,14412,11,90.71,2022,89,1,0
ITEM-0000151,image,zh,false,true,COLL-019,"accessibility,video lecture,audio interview",17.7,253,6190,10,112.07,2017,33,1,0
ITEM-0000152,pdf,es,false,true,COLL-009,"digital preservation,machine learning,video lecture",9.36,118,21184,25,65.2,2018,22,1,0
ITEM-0000153,text,ar,true,true,COLL-006,policy,15.92,139,11329,23,80.93,2024,101,1,0
ITEM-0000154,text,ar,false,true,COLL-001,"linguistics,video lecture",6.81,170,17568,12,0.82,2023,166,1,0
ITEM-0000155,image,zh,false,true,COLL-010,"poster,thesis",14.01,207,20250,6,80.13,2019,200,0,0
ITEM-0000156,image,it,false,true,COLL-007,linguistics,4.77,360,1031,9,57.38,2019,243,1,0
ITEM-0000157,image,es,true,true,COLL-017,poster,15.22,278,22219,32,94.48,2015,320,1,0
ITEM-0000158,pdf,it,true,true,COLL-002,"digital preservation,training material",10.96,276,22050,10,39.37,2022,230,0,0
ITEM-0000159,pdf,fa,false,true,COLL-007,"accessibility,machine learning,metadata quality",8.6,394,20151,23,6.93,2023,41,1,0
ITEM-0000160,text,fa,false,true,COLL-014,"metadata quality,policy",7.22,85,6974,7,64.94,2015,130,1,0
ITEM-0000161,text,es,false,true,COLL-017,thesis,17.46,399,7629,34,45.3,2022,120,0,0
ITEM-0000162,text,de,false,true,COLL-009,accessibility,16.78,287,14776,29,2.73,2020,353,1,1
ITEM-0000163,pdf,es,false,true,COLL-002,machine learning,1.13,58,1668,26,50.31,2017,114,0,0
ITEM-0000164,text,de,false,true,COLL-011,"poster,video lecture,thesis",8.34,78,29719,12,64.77,2020,238,0,0
ITEM-0000165,text,en,false,true,COLL-006,"linguistics,metadata quality,training material",6.38,163,22080,9,118.28,2018,135,1,0
ITEM-0000166,text,fa,false,true,COLL-018,"thesis,linguistics",10.16,245,26998,16,112.99,2022,296,1,0
ITEM-0000167,image,fr,false,true,COLL-011,"accessibility,policy,video lecture",6.36,79,20172,27,17.32,2019,246,1,1
ITEM-0000168,image,en,false,true,COLL-019,"linguistics,training material,thesis",2.3,187,205,28,99.53,2022,203,1,0
ITEM-0000169,pdf,es,false,true,COLL-008,"poster,thesis,metadata quality",9.85,57,14934,32,108.84,2025,186,0,0
ITEM-0000170,image,ar,false,true,COLL-016,"accessibility,policy",18.34,244,14275,22,38.59,2020,360,1,0
ITEM-0000171,image,de,false,true,COLL-018,"poster,metadata quality,audio interview",15.35,210,17147,15,109.72,2015,188,1,0
ITEM-0000172,image,ar,false,true,COLL-016,"digital preservation,video lecture",3.47,175,1266,15,27.6,2021,64,1,0
ITEM-0000173,pdf,es,false,true,COLL-001,"digital preservation,thesis",3.8,327,476,28,65.59,2020,321,0,0
ITEM-0000174,image,it,false,true,COLL-018,"metadata quality,machine learning,poster",1.83,283,1135,9,1.1,2015,248,1,0
ITEM-0000175,pdf,es,false,true,COLL-008,poster,10.82,58,14394,13,64.29,2024,16,1,0
ITEM-0000176,text,it,false,false,COLL-008,"linguistics,accessibility",10.77,90,18005,31,42.53,2025,277,1,1
ITEM-0000177,text,it,true,true,COLL-006,policy,13.25,97,6038,32,77.99,2019,93,1,1
ITEM-0000178,pdf,it,false,false,COLL-009,"poster,machine learning,digital preservation",16.98,98,23541,25,94.13,2017,211,0,0
ITEM-0000179,image,fa,false,true,COLL-019,poster,18.61,350,11788,15,1.88,2023,160,0,0
ITEM-0000180,image,fr,false,true,COLL-003,"video lecture,machine learning,accessibility",16.78,219,22713,17,81.24,2023,173,1,0
ITEM-0000181,text,en,false,true,COLL-015,"thesis,video lecture",9.02,364,24830,31,9.12,2023,247,1,0
ITEM-0000182,image,zh,false,true,COLL-003,"digital preservation,metadata quality",11.28,349,27272,17,51.82,2015,352,1,0
ITEM-0000183,pdf,en,false,true,COLL-009,digital preservation,14.38,212,17767,25,18.51,2016,72,1,0
ITEM-0000184,pdf,es,false,true,COLL-020,"metadata quality,machine learning",2.2,312,1236,18,53.86,2016,59,1,0
ITEM-0000185,image,fr,false,true,COLL-009,"audio interview,policy",6.19,336,28751,17,93.5,2021,151,0,0
ITEM-0000186,pdf,ar,false,true,COLL-016,"poster,thesis,policy",3.35,203,962,10,52.16,2023,284,1,0
ITEM-0000187,text,it,false,true,COLL-020,audio interview,2.59,220,910,14,0.81,2024,7,1,0
ITEM-0000188,text,zh,false,true,COLL-019,video lecture,6.75,210,20696,35,83.44,2019,171,0,0
ITEM-0000189,image,fr,false,true,COLL-015,"thesis,policy,audio interview",7.83,108,16960,31,94.3,2021,234,0,1
ITEM-0000190,image,zh,false,true,COLL-014,"accessibility,policy",16.71,394,18406,7,98.28,2016,206,1,0
ITEM-0000191,pdf,ar,false,true,COLL-020,"accessibility,linguistics,thesis",19.82,309,22510,20,69.87,2021,35,1,0
ITEM-0000192,text,fa,false,true,COLL-008,"training material,linguistics,thesis",13.32,72,25076,16,19.96,2023,161,1,0
ITEM-0000193,pdf,it,false,true,COLL-003,digital preservation,9.19,351,27267,17,55.57,2018,317,0,0
ITEM-0000194,text,es,false,true,COLL-011,audio interview,7.29,316,11778,15,54.64,2018,331,1,0
ITEM-0000195,pdf,de,false,true,COLL-011,"metadata quality,policy,thesis",1.37,225,1839,27,13.81,2022,217,0,1
ITEM-0000196,pdf,de,false,true,COLL-001,"thesis,linguistics,audio interview",16.06,386,25987,25,22.13,2019,160,1,1
ITEM-0000197,text,de,false,true,COLL-016,"linguistics,video lecture,metadata quality",15.17,102,23918,30,95.52,2019,38,0,0
ITEM-0000198,image,zh,false,true,COLL-005,"accessibility,thesis",12.42,284,16533,23,13.71,2024,47,0,0
ITEM-0000199,image,fr,false,true,COLL-016,"training material,digital preservation,linguistics",6.45,311,9632,10,44.8,2019,253,1,1
ITEM-0000200,text,en,false,true,COLL-013,"training material,policy,metadata quality",3.75,280,744,14,16.84,2024,259,0,0
ITEM-0000201,image,en,false,true,COLL-002,"thesis,training material",13.85,300,19544,18,85.22,2015,339,0,0
ITEM-0000202,pdf,zh,false,true,COLL-012,"machine learning,policy,training material",6.13,303,29330,29,54.88,2021,154,0,0
ITEM-0000203,pdf,it,false,false,COLL-003,"accessibility,thesis",4.76,384,1799,18,12.29,2018,124,0,0
ITEM-0000204,image,fr,false,true,COLL-002,"video lecture,training material,audio interview",4.59,362,818,28,70.55,2016,315,1,0
ITEM-0000205,text,es,false,true,COLL-014,audio interview,12.14,199,28070,10,38.84,2021,154,1,0
ITEM-0000206,text,de,false,true,COLL-016,poster,17.41,177,9348,9,84.17,2022,357,0,0
ITEM-0000207,image,zh,false,false,COLL-015,"video lecture,poster",12.83,88,19810,25,49.71,2019,190,0,0
ITEM-0000208,pdf,fa,false,true,COLL-007,"audio interview,video lecture",0.55,284,290,29,101.66,2024,196,1,0
ITEM-0000209,text,en,true,true,COLL-015,accessibility,16.65,339,9279,15,65.68,2023,307,1,0
ITEM-0000210,pdf,zh,false,false,COLL-009,linguistics,18.62,269,5022,10,52.95,2022,264,0,1
ITEM-0000211,image,zh,false,true,COLL-014,"accessibility,linguistics,machine learning",7.53,134,26263,7,44.62,2019,163,0,0
ITEM-0000212,pdf,ar,false,false,COLL-014,"digital preservation,policy,accessibility",4.66,315,563,7,15.92,2015,39,1,0
ITEM-0000213,text,fr,false,true,COLL-005,"linguistics,digital preservation,accessibility",4.96,102,309,7,87.69,2019,45,1,0
ITEM-0000214,pdf,fr,false,true,COLL-015,accessibility,10.84,275,10377,5,73.24,2023,38,1,0
ITEM-0000215,text,ar,false,true,COLL-003,training material,17.98,246,24319,9,90.29,2025,293,1,0
ITEM-0000216,image,de,false,true,COLL-002,policy,12.22,63,27625,28,72.91,2017,111,1,1
ITEM-0000217,text,fr,false,true,COLL-014,"training material,digital preservation",8.02,86,24461,12,59.95,2019,19,0,1
ITEM-0000218,text,de,true,true,COLL-013,"audio interview,training material,metadata quality",15.37,58,7391,35,118.48,2015,57,0,1
ITEM-0000219,pdf,zh,true,false,COLL-005,"video lecture,metadata quality,accessibility",8.76,325,22582,17,9.89,2018,41,0,0
ITEM-0000220,text,es,false,true,COLL-010,"linguistics,digital preservation,accessibility",6.55,79,12819,18,87.6,2015,354,0,0
ITEM-0000221,image,zh,false,true,COLL-009,"accessibility,machine learning,video lecture",0.75,304,435,9,84.18,2020,317,1,0
ITEM-0000222,text,ar,true,false,COLL-006,"digital preservation,audio interview",16.24,345,13616,13,62.86,2020,207,0,0
ITEM-0000223,image,en,true,false,COLL-008,policy,15.58,109,28684,33,68.87,2023,113,0,0
ITEM-0000224,text,de,false,true,COLL-009,poster,7.6,333,6158,34,18.01,2017,189,1,1
ITEM-0000225,image,en,false,true,COLL-015,"audio interview,video lecture",7.77,141,6725,21,80.8,2024,8,0,0
ITEM-0000226,image,de,false,true,COLL-016,training material,2.18,199,510,19,0.96,2023,108,1,1
ITEM-0000227,text,en,false,true,COLL-013,"audio interview,accessibility,thesis",15.33,62,18436,12,18.07,2021,27,0,0
ITEM-0000228,pdf,de,false,true,COLL-012,"accessibility,poster",10.83,122,6962,12,50.38,2016,17,1,0
ITEM-0000229,image,fr,false,true,COLL-011,"video lecture,linguistics",2.36,88,907,9,76.47,2019,321,0,0
ITEM-0000230,pdf,fr,false,true,COLL-004,"video lecture,thesis,policy",9.33,119,11642,12,8.96,2016,272,0,0
ITEM-0000231,image,en,false,false,COLL-005,thesis,6.51,130,7962,13,102.3,2024,98,1,0
ITEM-0000232,pdf,en,false,false,COLL-018,"training material,thesis,accessibility",19.38,203,27189,17,61.62,2024,73,1,0
ITEM-0000233,pdf,fr,false,true,COLL-003,"poster,audio interview,accessibility",9.51,56,8979,30,95.26,2024,115,0,0
ITEM-0000234,text,es,true,true,COLL-006,"metadata quality,linguistics,policy",0.93,277,1422,7,23.73,2016,12,0,0
ITEM-0000235,text,it,false,true,COLL-020,"thesis,audio interview,policy",1.07,159,824,26,51.2,2018,31,0,1
ITEM-0000236,text,de,false,true,COLL-008,"training material,machine learning,metadata quality",8.53,193,7874,22,57.48,2016,198,1,1
